product name,ingredients,formatted ingredients
maybelline-lash-sensational-sky-high-mascara,"['Aqua/Water/Eau', 'Propylene Glycol', 'Styrene/Acrylates/Ammonium Methacrylate Copolymer', 'Polyurethane-35', 'Cera Alba/Beeswax/Cire Dabeille', 'Synthetic Fluorphlogopite', 'Glyceryl Stearate', 'Cetyl Alcohol', 'PEG-200 Glyceryl Stearate', 'Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer', 'Copernicia Cerifera Cera/Carnauba Wax/Cire De Carnauba', 'Stearic Acid', 'Palmitic Acid', 'Ethylene/Va Copolymer', 'Alcohol Denat', 'Paraffin', 'Aminomethyl Propanediol', 'Phenoxyethanol', 'Caprylyl Glycol', 'Glycerin', 'Hydroxyethylcellulose', 'Butylene Glycol', 'Rayon', 'Xanthan Gum', 'Caprylic/Capric Triglyceride', 'Sodium Laureth Sulfate', 'Disodium EDTA', 'Myristic Acid', 'Tetrasodium EDTA', 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', 'Potassium Sorbate', 'Silica', 'Soluble Collagen', 'Bambusa Vulgaris Extract', 'Trisodium EDTA', 'Ci 77491', 'Ci 77492', 'Ci 77499/Iron Oxides', 'Ci 77007/Ultramarines', 'Mica', 'Ci 77891/Titanium Dioxide', 'Ci 75470/Carmine', 'CI 77288/Chromium Oxide Greens', 'Ci 77742/Manganese Violet', 'Ci 77510/Ferric Ferrocyanide']","['water', 'propylene-glycol', 'styrene-acrylates-ammonium-methacrylate-copolymer', 'polyurethane-35', 'cera-alba', 'synthetic-fluorphlogopite', 'glyceryl-stearate', 'cetyl-alcohol', 'peg-200-glyceryl-stearate', 'ethylenediamine-stearyl-dimer-dilinoleate-copolymer', 'copernicia-cerifera-wax', 'stearic-acid', 'palmitic-acid', 'ethylene-va-copolymer', 'alcohol-denat', 'paraffin', 'aminomethyl-propanediol', 'phenoxyethanol', 'caprylyl-glycol', 'glycerin', 'hydroxyethylcellulose', 'butylene-glycol', 'rayon', 'xanthan-gum', 'caprylic-capric-triglyceride', 'sodium-laureth-sulfate', 'disodium-edta', 'myristic-acid', 'tetrasodium-edta', 'pentaerythrityl-tetra-di-t-butyl-hydroxyhydrocinnamate', 'potassium-sorbate', 'silica', 'soluble-collagen', 'bambusa-vulgaris-extract', 'trisodium-edta', 'ci-77491', 'ci-77492', 'ci-77499', 'ci-77007', 'mica', 'ci-77891', 'ci-75470', 'ci-77288', 'ci-77742', 'ci-77510']"
garnier-bio-orange-blossom-micellar-water,"['Aqua/Water', 'Hordeum Vulgare Stem Water', 'Propanediol', 'Glycerin', 'Citrus Aurantium Amara Flower Water/Bitter Orange Flower Water', 'Sodium Chloride', 'Sodium Cocoyl Glutamate', 'Sodium Hydroxide', 'Sodium Phytate', 'Arginine', 'Coco-Betaine', 'Alcohol', 'Disodium Cocoyl Glutamate', 'Caprylyl/Capryl Glucoside', 'Citric Acid', 'Potassium Sorbate', 'Sodium Benzoate', 'Salicylic Acid', 'Linalool', 'Limonene', 'Benzyl Alcohol', 'Parfum/Fragrance (F.I.L. B241568/1)']","['water', 'hordeum-vulgare-stem-water', 'propanediol', 'glycerin', 'citrus-aurantium-amara-flower-water', 'sodium-chloride', 'sodium-cocoyl-glutamate', 'sodium-hydroxide', 'sodium-phytate', 'arginine', 'coco-betaine', 'alcohol', 'disodium-cocoyl-glutamate', 'caprylyl-capryl-glucoside', 'citric-acid', 'potassium-sorbate', 'sodium-benzoate', 'salicylic-acid', 'linalool', 'limonene', 'benzyl-alcohol', 'parfum']"
nilens-jord-skin-tonic,"['Aqua', 'Pentylene Glycol', 'Glycerin', 'Niacinamide', 'Betaine', 'Allantoin', 'Panthenol', 'Sorbitol', 'Sodium Gluconate']","['water', 'pentylene-glycol', 'glycerin', 'niacinamide', 'betaine', 'allantoin', 'panthenol', 'sorbitol', 'sodium-gluconate']"
kalahari-anti-ageing-gel,"['Avena Sativa (Oat) Kernel Extract (Anti-Inflamitory)', 'Hydrolyzed Rice Protein', 'Calendula Officinalis Flower Extract', 'Aspalathus Linearis (Green Rooibos) Extract', 'Kigelia Africana Fruit Extract', 'Medicago Sativa (Alfalfa) Extract', 'Sodium Hyaluronate', 'Citrullus Lanatus (Watermelon) Seed Oil']","['avena-sativa-kernel-extract', 'hydrolyzed-rice-protein', 'calendula-officinalis-flower-extract', 'aspalathus-linearis-extract', 'kigelia-africana-fruit-extract', 'medicago-sativa-extract', 'sodium-hyaluronate', 'citrullus-lanatus-seed-oil']"
bielenda-good-skin-glow-boost-illuminating-face-serum,"['Aqua (Water)', 'Glycolic Acid', 'Sodium Lactate', '3-O-Ethyl Ascorbic Acid', 'Panthenol', 'Propanediol', 'Ferulic Acid', 'Disodium EDTA', 'Tetrasodium Glutamate Diacetate', 'Hydroxyethylcellulose', 'Disodium Phosphate', 'Sodium Phosphate', 'Phenoxyethanol', 'Ethylhexylglycerin']","['water', 'glycolic-acid', 'sodium-lactate', 'ethyl-ascorbic-acid', 'panthenol', 'propanediol', 'ferulic-acid', 'disodium-edta', 'tetrasodium-glutamate-diacetate', 'hydroxyethylcellulose', 'disodium-phosphate', 'sodium-phosphate', 'phenoxyethanol', 'ethylhexylglycerin']"
skinfood-yuja-water-c-whitening-ampoule-in-serum,"['Water', 'Citrus Junos Fruit Extract', 'Propanediol', 'Glycerin', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Niacinamide', 'Propylene Glycol', 'Beta-Glucan', 'Peg-60 Hydrogenated Castor Oil', 'Gelatin', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Maackia Fauriei Stem Extract', 'Citrus Aurantium Bergamia (Bergamot) Fruit Oil', 'Cellulose Gum', 'Arginine', 'Hydroxyethylcellulose', 'Sodium Carbomer', 'Citrus Grandis (Grapefruit) Peel Oil', 'Disodium Edta', 'Citrus Junos Fruit Oil', 'Brassica Oleracea Italica (Broccoli) Extract', 'Sodium Hyaluronate', 'Aloe Barbadensis Leaf Extract', 'Juniperus Mexicana Oil', 'Maltodextrin', 'Zea Mays (Corn) Starch', 'Lactobacillus Ferment Lysate Filtrate', 'Diacetyl Boldine', 'Ethylhexyl Palmitate', 'Bisabolol', 'Argania Spinosa Kernel Oil', 'Sodium Ascorbyl Phosphate', 'Polyglyceryl-10 Oleate', 'Hydrogenated Lecithin', 'Ascorbyl Tetraisopalmitate', '1,2-Hexanediol', 'Caprylyl Glycol', 'Ethylhexylglycerin', 'Phenoxyethanol']","['water', 'citrus-junos-fruit-extract', 'propanediol', 'glycerin', 'caprylic-capric-triglyceride', 'butylene-glycol', 'niacinamide', 'propylene-glycol', 'beta-glucan', 'peg-60-hydrogenated-castor-oil', 'gelatin', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'maackia-fauriei-stem-extract', 'citrus-aurantium-bergamia-fruit-oil', 'cellulose-gum', 'arginine', 'hydroxyethylcellulose', 'sodium-carbomer', 'citrus-grandis-peel-oil', 'disodium-edta', 'citrus-junos-fruit-oil', 'brassica-oleracea-italica-extract', 'sodium-hyaluronate', 'aloe-barbadensis-leaf-extract', 'juniperus-mexicana-oil', 'maltodextrin', 'zea-mays-starch', 'lactobacillus-ferment-lysate-filtrate', 'diacetyl-boldine', 'ethylhexyl-palmitate', 'bisabolol', 'argania-spinosa-kernel-oil', 'sodium-ascorbyl-phosphate', 'polyglyceryl-10-oleate', 'hydrogenated-lecithin', 'tetrahexyldecyl-ascorbate', '1-2-hexanediol', 'caprylyl-glycol', 'ethylhexylglycerin', 'phenoxyethanol']"
peach-lily-pure-peach-retinoic-eye-cream,"['Water', 'Cetyl Ethylhexanoate', 'Propanediol', 'Butylene Glycol', '1,2-Hexanediol', 'Glycerin', 'Niacinamide', 'Cetearyl Alcohol', 'Sodium Hyaluronate', 'Sodium Acetylated Hyaluronate', 'Hydrolyzed Hyaluronic Acid', 'Bambusa (Bamboo) Textilis Stem Extract', 'Arctium Lappa (Burdock) Root Extract', 'Morus Alba (Mulberry) Leaf Extract', 'Prunus Persica (Peach) Fruit Extract', 'Bakuchiol', 'Rosa Rubiginosa Seed Oil', 'Daucus Carota (Carrot) Sativa Root Water', 'Brassica Oleracea Italica (Broccoli) Extract', 'Panax Ginseng Root Extract', 'Spinacia Oleracea (Spinach) Leaf Extract', 'Aloe Barbadensis Leaf Extract', 'Acetyl Octapeptide-3', 'Camellia Sinensis Leaf Extract', 'Cucumis Sativus (Cucumber) Extract', 'Apium Graveolens (Celery) Extract', 'Melia Azadirachta Leaf Extract', 'Caprylyl Glycol', 'Sorbitan Olivate', 'Lactuca Scariola Sativa (Lettuce) Leaf Extract', 'Ceramide NP', 'Coccinia Indica Fruit Extract', 'Melia Azadirachta Flower Extract', 'Tocopheryl Acetate', 'Ferulic Acid', 'Tocopherol', 'Panthenol', 'Caprylic/Capric Triglyceride', 'Mangifera Indica (Mango) Seed Butter', 'Adenosine', 'Cetearyl Olivate', 'Hydrogenated Rapeseed Alcohol', 'Betaine', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Tromethamine', 'Ethylhexylglycerin', 'Polyglyceryl-4 Oleate', 'Glyceryl Olivate', 'Glyceryl Stearate', 'Propylene Glycol', 'Asparagus Officinalis Extract', 'Hydrogenated Lecithin', 'Phosphoric Acid', 'Corallina Officinalis Extract']","['water', 'cetyl-ethylhexanoate', 'propanediol', 'butylene-glycol', '1-2-hexanediol', 'glycerin', 'niacinamide', 'cetearyl-alcohol', 'sodium-hyaluronate', 'sodium-acetylated-hyaluronate', 'hydrolyzed-hyaluronic-acid', 'bambusa-textilis-stem-extract', 'arctium-lappa-root-extract', 'morus-alba-leaf-extract', 'prunus-persica-fruit-extract', 'bakuchiol', 'rosa-rubiginosa-seed-oil', 'daucus-carota-sativa-root-water', 'brassica-oleracea-italica-extract', 'panax-ginseng-root-extract', 'spinacia-oleracea-leaf-extract', 'aloe-barbadensis-leaf-extract', 'acetyl-octapeptide-3', 'camellia-sinensis-leaf-extract', 'cucumis-sativus-fruit-extract', 'apium-graveolens-extract', 'melia-azadirachta-leaf-extract', 'caprylyl-glycol', 'sorbitan-olivate', 'lactuca-scariola-sativa-leaf-extract', 'ceramide-np', 'coccinia-indica-fruit-extract', 'melia-azadirachta-flower-extract', 'tocopheryl-acetate', 'ferulic-acid', 'tocopherol', 'panthenol', 'caprylic-capric-triglyceride', 'mangifera-indica-seed-oil', 'adenosine', 'cetearyl-olivate', 'hydrogenated-rapeseed-alcohol', 'betaine', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'tromethamine', 'ethylhexylglycerin', 'polyglyceryl-4-oleate', 'glyceryl-olivate', 'glyceryl-stearate', 'propylene-glycol', 'asparagus-officinalis-extract', 'hydrogenated-lecithin', 'phosphoric-acid', 'corallina-officinalis-extract']"
summecosmetics-s-cell-activator-nourishing-anti-age-serum,"['Aqua', 'Butyrospermum Parkii Butter', 'Steareth-21', 'Dimethicone', 'Vitis Vinifera Leaf Extract', 'Glycerin', 'Avena Sativa Leaf Extract', 'Calendula Officinalis Flower Extract', 'Polysorbate 80', 'Propylene Glycol', 'Tocopheryl Acetate', 'Tetrasodium Glutamate Diacetate', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Xanthan Gum', 'Cetyl Alcohol', 'Sodium Hydroxide', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Parfum', 'Butylphenyl Methylpropional', 'Geraniol', 'Linalool', 'Citronellol', 'Hydroxycitronellal']","['water', 'butyrospermum-parkii-butter', 'steareth-21', 'dimethicone', 'vitis-vinifera-leaf-extract', 'glycerin', 'avena-sativa-leaf-extract', 'calendula-officinalis-flower-extract', 'polysorbate-80', 'propylene-glycol', 'tocopheryl-acetate', 'tetrasodium-glutamate-diacetate', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'xanthan-gum', 'cetyl-alcohol', 'sodium-hydroxide', 'phenoxyethanol', 'ethylhexylglycerin', 'parfum', 'butylphenyl-methylpropional', 'geraniol', 'linalool', 'citronellol', 'hydroxycitronellal']"
dermaveen-shower-and-bath-oil,"['Colloidal Oatmeal', 'Benzaldehyde', 'Benzyl Alcohol', 'Glyceryl Monostearate', 'Laureth-4', 'Paraffin (- Lightliquid)', 'PEG-100 Stearate', 'Silica (- Colloidal Anhydrous)', 'Sodium PCA']","['colloidal-oatmeal', 'benzaldehyde', 'benzyl-alcohol', 'glyceryl-stearate', 'laureth-4', 'paraffin', 'peg-100-stearate', 'silica', 'sodium-pca']"
thrive-causemetics-liquid-lash-extensions-mascara,"['Water (Aqua)', 'Acrylates/Ethylhexyl Acrylate Copolymer', 'Alcohol Denat', 'Glyceryl Stearate SE', 'Glycerin', 'Dimethicone', 'Vp/Eicosene Copolymer', 'Copernicia Cerifera (Carnauba) Wax', 'Stearic Acid', 'Butyrospermum Parkii (Shea) Butter', 'Ricinus Communis (Castor) Seed Oil', 'Tromethamine', 'Palmitic Acid', 'Phenoxyethanol', 'Laureth-21', 'PVP', 'Xanthan Gum', 'Sodium Dehydroacetate', 'Methylglucamine', 'Ethylhexylglycerin', 'Disodium EDTA', 'Panthenol (Vitamin B5)', 'Neofinetia Falcata Callus Culture Extract', 'Sodium Hyaluronate', 'Pulsatilla Koreana Extract', 'Usnea Barbata (Linchen) Extract', 'Zanthoxylum Piperitum Fruit Extract', 'Lecithin', 'Iron Oxides (Ci 77499)']","['water', 'acrylates-ethylhexyl-acrylate-copolymer', 'alcohol-denat', 'glyceryl-stearate-se', 'glycerin', 'dimethicone', 'vp-eicosene-copolymer', 'copernicia-cerifera-wax', 'stearic-acid', 'butyrospermum-parkii-butter', 'ricinus-communis-seed-oil', 'tromethamine', 'palmitic-acid', 'phenoxyethanol', 'laureth-21', 'pvp', 'xanthan-gum', 'sodium-dehydroacetate', 'methylglucamine', 'ethylhexylglycerin', 'disodium-edta', 'panthenol', 'neofinetia-falcata-callus-culture-extract', 'sodium-hyaluronate', 'pulsatilla-koreana-extract', 'usnea-barbata-extract', 'zanthoxylum-piperitum-fruit-extract', 'lecithin', 'iron-oxides']"
im-meme-water-therapy-calming-cushion,"['Water', 'Titanium Dioxide (Ci 77891)', 'Ethylhexyl Methoxycinnamate', 'Butylene Glycol Dicaprylate/Dicaprate', 'Ethylhexyl Salicylate', 'Butylene Glycol', 'Methyl Trimethicone', 'Cyclopentasiloxane', 'Dipropylene Glycol', 'Diphenylsiloxy Phenyl Trimethicone', 'Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone', 'Alcohol', 'Niacinamide', 'Octocrylene', 'Zinc Oxide (Ci 77947)', 'Cyclohexasiloxane', 'Dimethicone', 'Quaternium-18 Bentonite', 'Sodium Chloride', 'Trimethylsiloxysilicate', 'C12-15 Alkyl Benzoate', 'Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer', 'Caprylic/Capric Glycerides', 'Sorbitan Sesquioleate', 'Nylon-12', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Palmitic Acid', 'Aluminum Hydroxide (Ci 77002)', 'Triethoxycaprylylsilane', 'Stearic Acid', 'Adenosine', '1,2-Hexanediol', 'Betula Alba Leaf Extract', 'Myristic Acid', 'Sodium Citrate', 'Glycerin', 'Tocopherol', 'Camellia Sinensis Leaf Extract', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Centella Asiatica Extract', 'Aloe Barbadensis Leaf Extract', 'Lavandula Angustifolia (Lavender) Flower Extract', 'Usnea Barbata (Lichen) Extract', 'Pulsatilla Koreana Extract', 'Zanthoxylum Piperitum Fruit Extract', 'Fragrance', 'Yellow Iron Oxide (Ci 77492)', 'Red Iron Oxide (Ci 77491)', 'Black Iron Oxide (Ci 77499)']","['water', 'ci-77891', 'ethylhexyl-methoxycinnamate', 'butylene-glycol-dicaprylate-dicaprate', 'ethylhexyl-salicylate', 'butylene-glycol', 'methyl-trimethicone', 'cyclopentasiloxane', 'dipropylene-glycol', 'diphenylsiloxy-phenyl-trimethicone', 'lauryl-peg-10-tris-trimethylsiloxy-silylethyl-dimethicone', 'alcohol', 'niacinamide', 'octocrylene', 'zinc-oxide', 'cyclohexasiloxane', 'dimethicone', 'quaternium-18-bentonite', 'sodium-chloride', 'trimethylsiloxysilicate', 'c12-15-alkyl-benzoate', 'acrylates-stearyl-acrylate-dimethicone-methacrylate-copolymer', 'caprylic-capric-glycerides', 'sorbitan-sesquioleate', 'nylon-12', 'vinyl-dimethicone-methicone-silsesquioxane-crosspolymer', 'palmitic-acid', 'aluminum-hydroxide', 'triethoxycaprylylsilane', 'stearic-acid', 'adenosine', '1-2-hexanediol', 'betula-alba-leaf-extract', 'myristic-acid', 'sodium-citrate', 'glycerin', 'tocopherol', 'camellia-sinensis-leaf-extract', 'chamomilla-recutita-flower-extract', 'centella-asiatica-extract', 'aloe-barbadensis-leaf-extract', 'lavandula-angustifolia-flower-extract', 'usnea-barbata-extract', 'pulsatilla-koreana-extract', 'zanthoxylum-piperitum-fruit-extract', 'parfum', 'ci-77492', 'ci-77491', 'ci-77499']"
biorace-leau-hydrating-treatment-serum,"['Water', 'Glycerin', 'Propanediol', '1,2-Hexanediol', 'Caprylic/Capric Triglyceride', 'Carbomer', 'Beeswax', 'Arginine', 'Arachidyl Alcohol', 'Sodium Hyaluronate', 'Behenyl Alcohol', 'Arachidyl Glucoside', 'Yeast Extract', 'Caesalpinia Spinosa Fruit Extract', 'Pentylene Glycol', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Hyaluronic Acid', 'Fragrance', 'Kappaphycus Alvarezii Extract', 'Ethylhexylglycerin', 'Caprylyl Glycol', 'Rosa Canina Fruit Oil', 'Argania Spinosa Kernel Oil', 'Rosa Damascena Flower Water', 'Lavandula Angustifolia (Lavender) Flower Water', 'Butylene Glycol', 'Honey Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Hyaluronic Acid', 'Hydrolyzed Sodium Hyaluronate', 'Calendula Officinalis Flower Oil', 'Glucose', 'Camellia Sinensis Leaf Extract', 'Calendula Officinalis Flower Extract', 'Chamomilla Recutita (Matricaria) Flower Extract']","['water', 'glycerin', 'propanediol', '1-2-hexanediol', 'caprylic-capric-triglyceride', 'carbomer', 'cera-alba', 'arginine', 'arachidyl-alcohol', 'sodium-hyaluronate', 'behenyl-alcohol', 'arachidyl-glucoside', 'yeast-extract', 'caesalpinia-spinosa-fruit-extract', 'pentylene-glycol', 'sodium-hyaluronate-crosspolymer', 'hydrolyzed-hyaluronic-acid', 'parfum', 'kappaphycus-alvarezii-extract', 'ethylhexylglycerin', 'caprylyl-glycol', 'rosa-canina-fruit-oil', 'argania-spinosa-kernel-oil', 'rosa-damascena-flower-water', 'lavandula-angustifolia-flower-water', 'butylene-glycol', 'honey-extract', 'helianthus-annuus-seed-oil', 'hyaluronic-acid', 'hydrolyzed-sodium-hyaluronate', 'calendula-officinalis-flower-oil', 'glucose', 'camellia-sinensis-leaf-extract', 'calendula-officinalis-flower-extract', 'chamomilla-recutita-flower-extract']"
lacura-gel-liner,"['Dimethicone', 'Trimethylsiloxysilicate', 'Synthetic Wax', 'Polyethylene', 'Isododecane', 'VP/Hexadecene Copolymer', 'Tocopheryl Acetate', 'Ci 77266', 'Phenoxyethanol', 'Caprylyl Glycol', 'Ethylhexylglycerin', 'Ci 77499']","['dimethicone', 'trimethylsiloxysilicate', 'synthetic-wax', 'polyethylene', 'isododecane', 'vp-hexadecene-copolymer', 'tocopheryl-acetate', 'carbon-black', 'phenoxyethanol', 'caprylyl-glycol', 'ethylhexylglycerin', 'ci-77499']"
oriflame-sun-zone-uv-protector-face-and-exposed-areas-spf-50-high,"['Aqua', 'C12-15 Alkyl Benzoate', 'Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano)', 'Butylene Glycol', 'Ethylhexyl Salicylate', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'Myristyl Myristate', 'Diethylamino Hydroxybenzoyl Hexyl Benzoate', 'Ethylhexyl Triazone', 'Ethylhexyl Stearate', 'Glycerin', 'Myristyl Alcohol', 'Behenyl Alcohol', 'Dimethicone', 'Phenoxyethanol', 'Tocopheryl Acetate', 'Canola Oil', 'Decyl Glucoside', 'Carbomer', 'Potassium Cetyl Phosphate', 'Xanthan Gum', 'Sorbitan Stearate', 'Sodium Benzoate', 'Steareth-21', 'Propylene Glycol', 'Sodium Hydroxide', 'Potassium Sorbate', 'Citric Acid']","['water', 'c12-15-alkyl-benzoate', 'methylene-bis-benzotriazolyl-tetramethylbutylphenol', 'butylene-glycol', 'ethylhexyl-salicylate', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'myristyl-myristate', 'diethylamino-hydroxybenzoyl-hexyl-benzoate', 'ethylhexyl-triazone', 'ethylhexyl-stearate', 'glycerin', 'myristyl-alcohol', 'behenyl-alcohol', 'dimethicone', 'phenoxyethanol', 'tocopheryl-acetate', 'canola-oil', 'decyl-glucoside', 'carbomer', 'potassium-cetyl-phosphate', 'xanthan-gum', 'sorbitan-stearate', 'sodium-benzoate', 'steareth-21', 'propylene-glycol', 'sodium-hydroxide', 'potassium-sorbate', 'citric-acid']"
mizon-rice-real-cleansing-foam,"['Aqua', 'Stearic Acid', 'Glycerin', 'Potassium Hydroxide', 'Lauric Acid', 'Myristic Acid', 'Cocamidopropyl Betaine', 'Oryza Sativa (Rice) Bran Extract', 'Glyceryl Stearate', 'Microcrystalline Wax', 'PEG-100 Stearate', 'Polysorbate 20', 'Oryza Sativa (Rice) Powder', 'Urea', 'Hydroxypropyl Methylcellulose', 'Trehalose', 'Biosaccharide Gum-1', 'Portulaca Oleracea Extract', 'Gypsophila Paniculata Root Extract', 'Carica Papaya (Papaya) Fruit Extract', 'Sodium Lactate', 'Disodium EDTA', 'Fragrance']","['water', 'stearic-acid', 'glycerin', 'potassium-hydroxide', 'lauric-acid', 'myristic-acid', 'cocamidopropyl-betaine', 'oryza-sativa-bran-extract', 'glyceryl-stearate', 'microcrystalline-wax', 'peg-100-stearate', 'polysorbate-20', 'oryza-sativa-powder', 'urea', 'hydroxypropyl-methylcellulose', 'trehalose', 'biosaccharide-gum-1', 'portulaca-oleracea-extract', 'gypsophila-paniculata-root-extract', 'carica-papaya-fruit-extract', 'sodium-lactate', 'disodium-edta', 'parfum']"
allies-of-skin-prebiotics-niacinamide-pore-refining-booster,"['Aqua (Water)', 'Niacinamide', 'Glycerin', 'Dimethyl Isosorbide', 'Alpha-Glucan Oligosaccharide', 'Centella Asiatica (Gotu Kola) Leaf Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Punica Granatum (Pomegranate) Extract', 'Lycium Barbarum (Goji Berry) Fruit Extract', 'Lactobacillus', 'Polymnia Sonchifolia Root Juice', 'Bisabolol (L-Alpha)', 'Silver', 'Sodium Hyaluronate Crosspolymer-3', 'Lysophosphatidic Acid', 'Lysolecithin', 'Lecithin', 'Laminaria Digitata Extract', 'Disodium Adenosine Triphosphate', 'Pichia/Resveratrol Ferment Extract', 'Hyaluronic Acid', 'Ribose (D)', 'Ubiquinone (Coq10)', 'Chlorella Vulgaris Extract', 'Saccharide Isomerate', 'Camellia Oleifera (Green Tea) Leaf Extract', 'Astaxanthin', 'Ergothioneine (L)', 'Glutathione (L)', 'Tocopherol', 'Tocopheryl Acetate (D-Alpha)', 'Sea Water', 'Caprylic/Capric Triglyceride', 'Maltodextrin', 'Ethylhexylglycerin', 'Xanthan Gum', 'Citric Acid', 'Polysorbate 20', 'O-Cymen-5-Ol', 'Sodium Gluconate', 'Sodium Hydroxide', 'Phenoxyethanol']","['water', 'niacinamide', 'glycerin', 'dimethyl-isosorbide', 'alpha-glucan-oligosaccharide', 'centella-asiatica-leaf-extract', 'glycyrrhiza-glabra-root-extract', 'punica-granatum-extract', 'lycium-barbarum-fruit-extract', 'lactobacillus', 'polymnia-sonchifolia-root-juice', 'bisabolol', 'silver', 'sodium-hyaluronate-crosspolymer-3', 'lysophosphatidic-acid', 'lysolecithin', 'lecithin', 'laminaria-digitata-extract', 'disodium-adenosine-triphosphate', 'pichia-resveratrol-ferment-extract', 'hyaluronic-acid', 'ribose', 'ubiquinone', 'chlorella-vulgaris-extract', 'saccharide-isomerate', 'camellia-oleifera-leaf-extract', 'astaxanthin', 'ergothioneine', 'glutathione', 'tocopherol', 'tocopheryl-acetate', 'maris-aqua', 'caprylic-capric-triglyceride', 'maltodextrin', 'ethylhexylglycerin', 'xanthan-gum', 'citric-acid', 'polysorbate-20', 'o-cymen-5-ol', 'sodium-gluconate', 'sodium-hydroxide', 'phenoxyethanol']"
ahc-capture-white-solution-ampoule,"['Water', 'Dipropylene Glycol', 'Bifida Ferment Lysate', 'Glycerin', 'Niacinamide', 'Sodium Hyaluronate', 'Galactomyces Ferment Filtrate', 'Nelumbium Speciosum Flower Extract', 'Saccharomyces/Nelumbo Nucifera Ferment Extract Filtrate', 'Prunus Mume Fruit Extract', 'Lactobacillus', 'Pseudoalteromonas Ferment Extract', 'Lactobacillus/Eriodictyon Californicum Ferment Extract', '3-O-Ethyl Ascorbic Acid', 'Saccharomyces Ferment Filtrate', 'Tilia Platyphyllos Flower Extract', 'Iris Versicolor Extract', 'Jasminum Officinale Extract', 'Lilium Tigrinum Extract', 'Leontopodium Alpinum Extract', 'Freesia Refracta Extract', 'Nelumbo Nucifera Flower Extract', 'Narcissus Pseudo-Narcissus Flower Extract', 'Rose Extract', 'Centella Asiatica Extract', 'Camellia Sinensis Leaf Extract', 'Oryza Sativa Extract', 'Taraxacum Officinale', 'Snail Secretion Filtrate', 'Bamboo Vinegar', 'Glycine Soja Seed Extract', 'Punica Granatum Extract', 'Punica Granatum Fruit Extract', 'Citrus Paradisi Fruit Extract', 'Lemon Fruit Oil', 'Citrus Aurantium Dulcis', 'Propanediol', 'Carbomer', 'Tromethamine', 'PEG-60 Hydrogenated Castor Oil', 'Adenosine', 'Xanthan Gum', 'Butylene Glycol', 'Disodium EDTA', 'Phenoxyethanol', 'Chlorphenesin', 'Caprylyl Glycol', 'Ethylhexylglycerin']","['water', 'dipropylene-glycol', 'bifida-ferment-lysate', 'glycerin', 'niacinamide', 'sodium-hyaluronate', 'galactomyces-ferment-filtrate', 'nelumbium-speciosum-flower-extract', 'saccharomyces-nelumbo-nucifera-ferment-extract-filtrate', 'prunus-mume-fruit-extract', 'lactobacillus', 'pseudoalteromonas-ferment-extract', 'lactobacillus-eriodictyon-californicum-ferment-extract', 'ethyl-ascorbic-acid', 'saccharomyces-ferment-filtrate', 'tilia-platyphyllos-flower-extract', 'iris-versicolor-extract', 'jasminum-officinale-extract', 'lilium-tigrinum-extract', 'leontopodium-alpinum-extract', 'freesia-refracta-extract', 'nelumbo-nucifera-flower-extract', 'narcissus-pseudo-narcissus-flower-extract', 'rose-extract', 'centella-asiatica-extract', 'camellia-sinensis-leaf-extract', 'oryza-sativa-extract', 'taraxacum-officinale-extract', 'snail-secretion-filtrate', 'bamboo-vinegar', 'glycine-soja-seed-extract', 'punica-granatum-extract', 'punica-granatum-fruit-extract', 'citrus-paradisi-fruit-extract', 'citrus-limon-fruit-oil', 'citrus-aurantium-dulcis-extract', 'propanediol', 'carbomer', 'tromethamine', 'peg-60-hydrogenated-castor-oil', 'adenosine', 'xanthan-gum', 'butylene-glycol', 'disodium-edta', 'phenoxyethanol', 'chlorphenesin', 'caprylyl-glycol', 'ethylhexylglycerin']"
