product name,ingredients,formatted ingredients
tarte-amazonian-clay-tinted-moisturizer,"['Titanium Dioxide (5%)', 'Zinc Oxide (5%)', 'Water', 'Cyclopentasiloxane', 'PEG/PPG-18/18 Dimethicone', 'Octyldodecyl Neopentanoate', 'Glycerin', 'Dimethicone', 'Aluminum Hydroxide', 'Stearic Acid', 'Phenoxyethanol', 'Mica', 'Boron Nitride', 'Sodium Dehydroacetate', 'Caprylyl Glycol', 'Sodium Chloride', 'Phytantriol', 'Kaolin', 'Magnesium Ascorbyl Phosphate', 'Palmitic Acid', 'Dextrin Palmitate', 'Sodium Hyaluronate', 'Hexylene Glycol', 'Retinyl Palmitate', 'Tocopheryl Acetate', 'Tocopherol', 'Tetrahexyldecyl Ascorbate', 'Methicone', 'Butylene Glycol', 'Triethoxycaprylylsilane', 'Calcium Sodium Phosphosilicate', 'Saccharum Officinarum (Sugar Cane) Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Citrus Limon (Lemon) Fruit Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Camellia Oleifera Leaf Extract', 'Panax Ginseng Root Extract', 'Ginkgo Biloba Leaf Extract', 'Anthemis Nobilis Flower Extract', 'Iron Oxides']","['titanium-dioxide', 'zinc-oxide', 'water', 'cyclopentasiloxane', 'peg-ppg-18-18-dimethicone', 'octyldodecyl-neopentanoate', 'glycerin', 'dimethicone', 'aluminum-hydroxide', 'stearic-acid', 'phenoxyethanol', 'mica', 'boron-nitride', 'sodium-dehydroacetate', 'caprylyl-glycol', 'sodium-chloride', 'phytantriol', 'kaolin', 'magnesium-ascorbyl-phosphate', 'palmitic-acid', 'dextrin-palmitate', 'sodium-hyaluronate', 'hexylene-glycol', 'retinyl-palmitate', 'tocopheryl-acetate', 'tocopherol', 'tetrahexyldecyl-ascorbate', 'methicone', 'butylene-glycol', 'triethoxycaprylylsilane', 'calcium-sodium-phosphosilicate', 'saccharum-officinarum-extract', 'pyrus-malus-fruit-extract', 'citrus-limon-fruit-extract', 'citrus-aurantium-dulcis-fruit-extract', 'camellia-oleifera-leaf-extract', 'panax-ginseng-root-extract', 'ginkgo-biloba-leaf-extract', 'anthemis-nobilis-flower-extract', 'iron-oxides']"
vichy-anti-age-cream,"['Aqua/Water', 'Homosalate', 'Silica', 'Ethylhexyl Salicylate', 'Ethylhexyl Triazone', 'Glycerin', 'C12-15 Alkyl Benzoate', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'Drometrizole Trisiloxane', 'Butyl Methoxydibenzoylmethane', 'Saccharomyces/Xylinum/Black Tea Ferment', 'Aluminum Starch Octenylsuccinate', 'Octocrylene', 'Pentylene Glycol', 'Styrene/Acrylates Copolymer', 'Potassium Cetyl Phosphate', 'Parfum/Fragrance', 'Caprylyl Methicone', 'Terephthalylidene Dicamphor Sulfonic Acid', 'Butylene Glycol', 'Titanium Dioxide (Nano)/Titanium Dioxide', 'Triethanolamine', 'Phenoxyethanol', 'Caprylyl Glycol', 'Stearyl Alcohol', 'Dimethicone', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Inulin Lauryl Carbamate', 'PEG-8 Laurate', 'Disodium EDTA', 'Tocopherol', 'Xanthan Gum', 'Aluminum Hydroxide', 'Stearic Acid', 'Hydroxyethylcellulose', 'Sodium Citrate', 'Citric Acid', 'Myrciaria Dubia Fruit Extract', 'Potassium Sorbate', 'Ci 17200/Red 33', 'Zingiber Officinale Root Extract / Ginger Root Extract', 'Sanguisorba Officinalis Root Extract', 'Cinnamomum Cassia Bark Extract', 'Biotin']","['water', 'homosalate', 'silica', 'ethylhexyl-salicylate', 'ethylhexyl-triazone', 'glycerin', 'c12-15-alkyl-benzoate', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'drometrizole-trisiloxane', 'butyl-methoxydibenzoylmethane', 'saccharomyces-xylinum-black-tea-ferment', 'aluminum-starch-octenylsuccinate', 'octocrylene', 'pentylene-glycol', 'styrene-acrylates-copolymer', 'potassium-cetyl-phosphate', 'parfum', 'caprylyl-methicone', 'terephthalylidene-dicamphor-sulfonic-acid', 'butylene-glycol', 'titanium-dioxide', 'triethanolamine', 'phenoxyethanol', 'caprylyl-glycol', 'stearyl-alcohol', 'dimethicone', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'inulin-lauryl-carbamate', 'peg-8-laurate', 'disodium-edta', 'tocopherol', 'xanthan-gum', 'aluminum-hydroxide', 'stearic-acid', 'hydroxyethylcellulose', 'sodium-citrate', 'citric-acid', 'myrciaria-dubia-fruit-extract', 'potassium-sorbate', 'ci-17200', 'zingiber-officinale-root-extract', 'sanguisorba-officinalis-root-extract', 'cinnamomum-cassia-bark-extract', 'biotin']"
thursday-plantation-macadamia-lip-balm,"['Macadamia Integrifolia Seed Oil', 'Ricinus Communis (Castor) Seed Oil', 'Theobroma Cacao (Cocoa) Seed Butter', 'Beeswax', 'Helianthus Annuus (Sunflower) Seed Oil', 'Tocopherol', '(Vitamin E)Sorbitan Olivate (From Olive Oil)']","['macadamia-integrifolia-seed-oil', 'ricinus-communis-seed-oil', 'theobroma-cacao-seed-butter', 'cera-alba', 'helianthus-annuus-seed-oil', 'tocopherol', 'sorbitan-olivate']"
yardley-london-talk-english-lavender-original,"['Talc', 'Magnesium Carbonate', 'Calcium Carbonate', 'Dipropylene Glycol', 'Calcium Silicate', 'Perfume', 'Benzyl Benzoate', 'Citral', 'Citronellol']","['talc', 'magnesium-carbonate', 'calcium-carbonate', 'dipropylene-glycol', 'calcium-silicate', 'parfum', 'benzyl-benzoate', 'citral', 'citronellol']"
dr-h-pure-hyaluronic-anti-ageing-eye-serum,"['Aqua (Water)', 'Cetyl Alcohol', 'Urea', 'Glyceryl Stearate', 'Glyceryl Stearate Citrate', 'Caprylic/Capric Triglyceride', 'Propylene Glycol', 'Glycerin', 'Stearic Acid', 'Isopropyl Myristate', 'Sodium Lactate', 'Betaine', 'Saccharomyces Cerevisiae Extract', 'Rhodiola Rosea Root Extract', 'Sodium Hyaluronate', 'Prunus Amygdalus Dulcis Oil', 'Diisopropyl Adipate', 'Argania Spinosa Kernel Oil', 'Soluble Collagen', 'Butyrospermum Parkii Butter', 'Vitamin E', 'Vitamin A', 'Ascorbic Acid', 'Allantoin', 'Camellia Sinensis Leaf Extract', 'Hydrolyzed Pearl', 'Sea Salt', 'Borago Officinalis Seed Oil', 'Tocopherol', 'Cera Alba', 'Xanthan Gum', 'Disodium EDTA', 'Phenoxyethanol', 'Ethylhexylglycerin']","['water', 'cetyl-alcohol', 'urea', 'glyceryl-stearate', 'glyceryl-stearate-citrate', 'caprylic-capric-triglyceride', 'propylene-glycol', 'glycerin', 'stearic-acid', 'isopropyl-myristate', 'sodium-lactate', 'betaine', 'saccharomyces-cerevisiae-extract', 'rhodiola-rosea-root-extract', 'sodium-hyaluronate', 'prunus-amygdalus-dulcis-oil', 'diisopropyl-adipate', 'argania-spinosa-kernel-oil', 'soluble-collagen', 'butyrospermum-parkii-butter', 'tocopherol', 'retinol', 'ascorbic-acid', 'allantoin', 'camellia-sinensis-leaf-extract', 'hydrolyzed-pearl', 'maris-sal', 'borago-officinalis-seed-oil', 'tocopherol', 'cera-alba', 'xanthan-gum', 'disodium-edta', 'phenoxyethanol', 'ethylhexylglycerin']"
milk-face-wash-by-michael-klim,"['Aqua', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Glycol Distearate', 'Coco-Glucoside', 'Glyceryl Oleate', 'Glyceryl Stearate', 'Acrylates Copolymer', 'Glycerin', 'Decyl Glucoside', 'Ceteareth-20', 'Polyquaternium-7', 'Caprylic/Capric Triglyceride', 'Titanium Dioxide', 'Mentha Piperita (Peppermint) Oil', 'Spirulina Maxima Extract', 'Porphyra Umbilicalis (Nori) Extract', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Cocos Nucifera (Coconut) Oil', 'Rosmarinus Officinalis (Rosemary) Leaf Oil', 'Potassium Hydroxide', 'Sodium Chloride']","['water', 'sodium-laureth-sulfate', 'cocamidopropyl-betaine', 'glycol-distearate', 'coco-glucoside', 'glyceryl-oleate', 'glyceryl-stearate', 'acrylates-copolymer', 'glycerin', 'decyl-glucoside', 'ceteareth-20', 'polyquaternium-7', 'caprylic-capric-triglyceride', 'titanium-dioxide', 'mentha-piperita-oil', 'spirulina-maxima-extract', 'porphyra-umbilicalis-extract', 'methylchloroisothiazolinone', 'methylisothiazolinone', 'cocos-nucifera-oil', 'rosmarinus-officinalis-leaf-oil', 'potassium-hydroxide', 'sodium-chloride']"
global-beauty-care-spascriptions-metallic-wash-off-masks-pore-minimizing,"['Aqua/Water/Eau', 'Glycerin', 'Propylene Glycol', 'Mica', 'Titanium Dioxide/Ci 77891', 'Blue 1/Ci 42090', 'Pseudoalteromonas Ferment Extract', 'Kappaphycus Alvarezii Extract', 'Carbomer', 'Triethanolamine', 'Phenoxyethanol', 'Dipotassium Glycyrrhizate', 'Aloe Barbadensis Leaf Powder', 'PEG-40 Hydrogenated Castor Oil', 'Eucalyptus Citriodora Oil', 'Iodopropynyl Butylcarbamate']","['water', 'glycerin', 'propylene-glycol', 'mica', 'ci-77891', 'ci-42090', 'pseudoalteromonas-ferment-extract', 'kappaphycus-alvarezii-extract', 'carbomer', 'triethanolamine', 'phenoxyethanol', 'dipotassium-glycyrrhizate', 'aloe-barbadensis-leaf-powder', 'peg-40-hydrogenated-castor-oil', 'eucalyptus-citriodora-oil', 'iodopropynyl-butylcarbamate']"
tomorrowlabs-eye-complex,"['Aqua', 'Glycine Soja Oil', 'Glycerin', 'Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Glyceryl Stearate Citrate', 'Niacinamide', 'Phenoxyethanol', 'Panthenol', 'Butyrospermum Parkii Butter', 'Sodium Gluconate', 'Sodium Hyaluronate', 'Xanthan Gum', 'Propylene Glycol', 'Parfum', 'Benzoic Acid', 'Dehydroacetic Acid', 'Lauric Acid', 'Sodium Hydroxide', 'Ethylhexylglycerin', 'Moringa Oleifera Leaf Extract', 'Tocopherol', 'Helianthus Annuus Seed Oil', 'Lauryl Alcohol Diphosphonic Acid', 'Sorbitol', 'Alpha-Isomethyl Ionone', 'Benzyl Alcohol', 'Limonene']","['water', 'glycine-soja-oil', 'glycerin', 'caprylic-capric-triglyceride', 'cetearyl-alcohol', 'glyceryl-stearate-citrate', 'niacinamide', 'phenoxyethanol', 'panthenol', 'butyrospermum-parkii-butter', 'sodium-gluconate', 'sodium-hyaluronate', 'xanthan-gum', 'propylene-glycol', 'parfum', 'benzoic-acid', 'dehydroacetic-acid', 'lauric-acid', 'sodium-hydroxide', 'ethylhexylglycerin', 'moringa-oleifera-leaf-extract', 'tocopherol', 'helianthus-annuus-seed-oil', 'lauryl-alcohol-diphosphonic-acid', 'sorbitol', 'alpha-isomethyl-ionone', 'benzyl-alcohol', 'limonene']"
mizon-cheese-repair-cream,"['Water', 'Methyl Perfluoroisobutyl Ether', 'Butylene Glycol', 'Cetyl Ethylhexanoate', 'Hydrogenated Poly(C6-14 Olefin)', 'Cyclopentasiloxane', 'Palmitic Acid', 'Cyclohexasiloxane', 'Stearic Acid', 'Dimethicone', 'Cetyl Alcohol', 'Stearyl Alcohol', 'Glyceryl Stearate', 'Arachidyl Alcohol', 'PEG-100 Stearate', 'Beeswax', 'Butyrospermum Parkii (Shea) Butter', 'Hydrogenated Vegetable Oil', 'Microcrystalline Wax', 'Behenyl Alcohol', 'Sorbitan Sesquioleate', 'Phenoxyethanol', 'Arachidyl Glucoside', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Glycerin', 'Ethylhexylglycerin', 'Caprylyl Glycol', 'Carbomer', 'Triethanolamine', 'Sodium Polyacrylate', 'Quark Cheese', 'Fragrance', 'Tropolone', 'Adenosine', 'Coptis Chinensis Root Extract', 'Disodium EDTA', 'Allantoin', 'Panthenol', 'Theobroma Cacao (Cocoa) Extract', 'Sodium Hyaluronate', 'Punica Granatum Fruit Extract', 'Iris Florentina Root Extract']","['water', 'methyl-perfluoroisobutyl-ether', 'butylene-glycol', 'cetyl-ethylhexanoate', 'hydrogenated-poly-c6-14-olefin', 'cyclopentasiloxane', 'palmitic-acid', 'cyclohexasiloxane', 'stearic-acid', 'dimethicone', 'cetyl-alcohol', 'stearyl-alcohol', 'glyceryl-stearate', 'arachidyl-alcohol', 'peg-100-stearate', 'cera-alba', 'butyrospermum-parkii-butter', 'hydrogenated-vegetable-oil', 'microcrystalline-wax', 'behenyl-alcohol', 'sorbitan-sesquioleate', 'phenoxyethanol', 'arachidyl-glucoside', 'dimethicone-vinyl-dimethicone-crosspolymer', 'glycerin', 'ethylhexylglycerin', 'caprylyl-glycol', 'carbomer', 'triethanolamine', 'sodium-polyacrylate', 'quark-cheese', 'parfum', 'tropolone', 'adenosine', 'coptis-chinensis-root-extract', 'disodium-edta', 'allantoin', 'panthenol', 'theobroma-cacao-extract', 'sodium-hyaluronate', 'punica-granatum-fruit-extract', 'iris-florentina-root-extract']"
natura-estonica-bio-matt-face-tonic,"['Aqua', 'Benzyl Salicylate', 'Cetraria Islandica Extract*', 'Ci 42051', 'Coumarin', 'Glycerin', 'Lens Esculenta Seed Extract', 'Linalool', 'Nuphar Luteum Root Extract*', 'Parfum', 'PEG-40 Hydrogenated Castor Oil', 'Potassium Sorbate', 'Propylene Glycol', 'Sodium Ascorbyl Phosphate', 'Sodium Benzoate', 'Sodium Hyaluronate']","['water', 'benzyl-salicylate', 'cetraria-islandica-extract', 'ci-42051', 'coumarin', 'glycerin', 'lens-esculenta-seed-extract', 'linalool', 'nuphar-luteum-root-extract', 'parfum', 'peg-40-hydrogenated-castor-oil', 'potassium-sorbate', 'propylene-glycol', 'sodium-ascorbyl-phosphate', 'sodium-benzoate', 'sodium-hyaluronate']"
skin-lab-red-serum,"['Water', 'Butylene Glycol', 'Glycerin', 'Betaine', 'Hamamelis Virginiana (Witch Hazel) Leaf Extract', 'Punica Granatum Fruit Extract', 'Niacinamide', 'PEG-60 Hydrogenated Castor Oil', 'Dioscorea Villosa (Wild Yam) Root Extract', 'Vaccinium Angustifolium (Blueberry) Fruit Extract', 'Lycium Chinense Fruit Extract', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Euterpe Oleracea Fruit Extract', '1,2-Hexanediol', 'Alcohol', 'Allantoin', 'Carbomer', 'Arginine', 'Dipotassium Glycyrrhizate', 'Boswellia Serrata Resin Extract', 'Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract', 'Sodium Hyaluronate', 'Adenosine', 'Phenoxyethanol', 'Disodium EDTA', 'Jasminum Officinale (Jasmine) Oil', 'Lecithin', 'Lepidium Sativum Sprout Extract']","['water', 'butylene-glycol', 'glycerin', 'betaine', 'hamamelis-virginiana-leaf-extract', 'punica-granatum-fruit-extract', 'niacinamide', 'peg-60-hydrogenated-castor-oil', 'dioscorea-villosa-root-extract', 'vaccinium-angustifolium-fruit-extract', 'lycium-chinense-fruit-extract', 'rubus-idaeus-fruit-extract', 'euterpe-oleracea-fruit-extract', '1-2-hexanediol', 'alcohol', 'allantoin', 'carbomer', 'arginine', 'dipotassium-glycyrrhizate', 'boswellia-serrata-resin-extract', 'prunus-amygdalus-dulcis-seed-extract', 'sodium-hyaluronate', 'adenosine', 'phenoxyethanol', 'disodium-edta', 'jasminum-officinale-oil', 'lecithin', 'lepidium-sativum-sprout-extract']"
lacura-by-aldi-caviar-foundation-and-concealer-50ml,"['Water', 'Cyclopentasiloxane', 'Silica', 'Propylene Glycol', 'PEG/PPG-18/18 Dimethicone', 'Dimethicone', 'Sodium Chloride', 'Silica Silylate', 'Synthetic Beeswax', 'Caprylic/Capric Triglyceride', 'Alaria Esculenta (Dabberlocks) Extract', 'Laureth-7', 'Laureth-8', 'Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer', 'Caviar Extract', 'Glycerin', 'Leuconostoc/Radish Root Ferment Filtrate', 'Dimethicone', 'Dimethiconol', 'Ethylhexyl Cocoate', 'Phenyl Trimethicone', 'Lecithin', 'Glycolipids', 'PVP', 'Caprylyl Glycol', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Propylparaben', 'Fragrance', 'Ci 77891', 'Ci 77492', 'Ci 77491', 'Ci 77499', 'Caprylic/Capric Triglyceride', 'Hydrogenated Polyisobutene', 'Nylon-12', 'Mica', 'Hydrogenated Coco-Glycerides', 'Octyldodecyl Stearoyl Stearate', 'Synthetic Wax', 'Hydrogenated Microcrystalline Wax', 'Talc', 'Bis-Diglyceryl Polyacyladipate-2', 'Copernicia Cerifera Cera', 'Polyglyceryl-3 Diisostearate', 'Aluminum Hydroxide', 'Tocopherol', 'Tocopheryl Acetate', 'Methylparaben', 'Ci 77891', 'Ci 77492', 'Ci 77491', 'Ci 77499', 'Ci 77007']","['water', 'cyclopentasiloxane', 'silica', 'propylene-glycol', 'peg-ppg-18-18-dimethicone', 'dimethicone', 'sodium-chloride', 'silica-silylate', 'synthetic-beeswax', 'caprylic-capric-triglyceride', 'alaria-esculenta-extract', 'laureth-7', 'laureth-8', 'lauryl-methacrylate-glycol-dimethacrylate-crosspolymer', 'caviar-extract', 'glycerin', 'leuconostoc-radish-root-ferment-filtrate', 'dimethicone', 'dimethiconol', 'ethylhexyl-cocoate', 'phenyl-trimethicone', 'lecithin', 'glycolipids', 'pvp', 'caprylyl-glycol', 'phenoxyethanol', 'methylparaben', 'ethylparaben', 'propylparaben', 'parfum', 'ci-77891', 'ci-77492', 'ci-77491', 'ci-77499', 'caprylic-capric-triglyceride', 'hydrogenated-polyisobutene', 'nylon-12', 'mica', 'hydrogenated-coco-glycerides', 'octyldodecyl-stearoyl-stearate', 'synthetic-wax', 'hydrogenated-microcrystalline-wax', 'talc', 'bis-diglyceryl-polyacyladipate-2', 'copernicia-cerifera-wax', 'polyglyceryl-3-diisostearate', 'aluminum-hydroxide', 'tocopherol', 'tocopheryl-acetate', 'methylparaben', 'ci-77891', 'ci-77492', 'ci-77491', 'ci-77499', 'ci-77007']"
mamonde-moisture-ceramide-light-cream,"['Water', 'Butylene Glycol', 'Butyrospermum Parkii (Shea) Butter', 'Squalane', 'Dicaprylyl Carbonate', 'Cetearyl Alcohol', 'Dimethicone', 'Phenyl Trimethicone', 'Hibiscus Syriacus Bark Extract', 'Sodium Hyaluronate', 'Adenosine', 'Hydroxypropyl Bispalmitamide Mea', 'Glycerin', 'Glyceryl Stearate', 'Cetearyl Glucoside', 'Sodium Polyacrylate', 'Stearyl Behenate', 'Ethylhexylglycerin', 'Alcohol', 'Inulin Lauryl Carbamate', 'Carbomer', 'Polyglyceryl-3 Methylglucose Distearate', 'Polysorbate 20', 'PEG-100 Stearate', 'PPG-5-Laureth-5', 'Hydrogenated Polydecene', 'Disodium EDTA', 'Phenoxyethanol', 'Fragrance']","['water', 'butylene-glycol', 'butyrospermum-parkii-butter', 'squalane', 'dicaprylyl-carbonate', 'cetearyl-alcohol', 'dimethicone', 'phenyl-trimethicone', 'hibiscus-syriacus-bark-extract', 'sodium-hyaluronate', 'adenosine', 'hydroxypropyl-bispalmitamide-mea', 'glycerin', 'glyceryl-stearate', 'cetearyl-glucoside', 'sodium-polyacrylate', 'stearyl-behenate', 'ethylhexylglycerin', 'alcohol', 'inulin-lauryl-carbamate', 'carbomer', 'polyglyceryl-3-methylglucose-distearate', 'polysorbate-20', 'peg-100-stearate', 'ppg-5-laureth-5', 'hydrogenated-polydecene', 'disodium-edta', 'phenoxyethanol', 'parfum']"
tesco-soleil-soleil-sensitive-light-lotion-spf30,"['Aqua', 'C12-15 Alkyl Benzoate', 'Cocoglycerides', 'Cera Alba', 'Butyl Methoxydibenzoylmethane', 'Cetyl Dimethicone', 'Dipropylene Glycol Dibenzoate', 'Octocrylene', 'Butylene Glycol', 'Methylene Bis-Benzotriazolyl Tetramethylbutylphenol', 'PEG-15 Cocamine', 'Diethylhexyl Butamido Triazone', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'PEG-40 Stearate', 'PPG-15 Stearyl Ether Benzoate', 'Phenoxyethanol', 'Decyl Glucoside', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Triethanolamine', 'Methylparaben', 'Propylparaben', 'Ethylparaben', 'Helianthus Annuus Seed Oil', 'Tocopheryl Acetate', 'Disodium EDTA', 'Allantoin', 'BHT', 'Propylene Glycol', 'Xanthan Gum', 'Aloe Barbadensis Leaf Juice', 'DMDM Hydantoin', 'Diazolidinyl Urea']","['water', 'c12-15-alkyl-benzoate', 'cocoglycerides', 'cera-alba', 'butyl-methoxydibenzoylmethane', 'cetyl-dimethicone', 'dipropylene-glycol-dibenzoate', 'octocrylene', 'butylene-glycol', 'methylene-bis-benzotriazolyl-tetramethylbutylphenol', 'peg-15-cocamine', 'diethylhexyl-butamido-triazone', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'peg-40-stearate', 'ppg-15-stearyl-ether-benzoate', 'phenoxyethanol', 'decyl-glucoside', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'triethanolamine', 'methylparaben', 'propylparaben', 'ethylparaben', 'helianthus-annuus-seed-oil', 'tocopheryl-acetate', 'disodium-edta', 'allantoin', 'bht', 'propylene-glycol', 'xanthan-gum', 'aloe-barbadensis-leaf-juice', 'dmdm-hydantoin', 'diazolidinyl-urea']"
skin79-cica-pine-intense-relief-serum,"['Centella Asiatica Extract', 'Butylene Glycol', '1,2-Hexanediol', 'Betaine', 'Trehalose', 'Polyglyceryl-10 Laurate', 'Polyacrylate Crosspolymer-6', 'Arginine', 'Carbomer', 'Allantoin', 'Water', 'Caprylyl Glycol', 'Ethylhexylglycerin', 'Dipotassium Glycyrrhizate', 'Pinus Densiflora Leaf Extract', 'Melia Azadirachta Leaf Extract', 'Melia Azadirachta Flower Extract', 'Asiaticoside', 'Madecassic Acid', 'Asiatic Acid', 'Pentylene Glycol', 'Madecassoside', 'Fragrance']","['centella-asiatica-extract', 'butylene-glycol', '1-2-hexanediol', 'betaine', 'trehalose', 'polyglyceryl-10-laurate', 'polyacrylate-crosspolymer-6', 'arginine', 'carbomer', 'allantoin', 'water', 'caprylyl-glycol', 'ethylhexylglycerin', 'dipotassium-glycyrrhizate', 'pinus-densiflora-leaf-extract', 'melia-azadirachta-leaf-extract', 'melia-azadirachta-flower-extract', 'asiaticoside', 'madecassic-acid', 'asiatic-acid', 'pentylene-glycol', 'madecassoside', 'parfum']"
bellirium-bio-lift-eye-complex,"['Aqua', 'Aloe Barbadensis Leaf Extract', 'Isopropyl Myristate', 'Glycerin', 'Hydrolyzed Soy Protein', 'Hydrolyzed Wheat Protein', 'Ricinus Communis Oil', 'Sodium Hyaluronate', 'Acetyl Hexapeptide-8', 'Rosa Canina Fruit Oil', 'Caffeine', 'Tocopheryl Acetate', 'Silica', 'Titanium Dioxide', 'PVP', 'Carbomer', 'Panthenol', 'Glyceryl Caprylate', 'Propanediol', 'Phenethyl Alcohol', 'Phenoxyethanol', 'Retinyl Palmitate', 'Allantoin', 'Polyacrylamide', 'Disodium EDTA', 'Caprylyl Glycol', 'C13-14 Isoparaffin', 'Ethyl Lauroyl Arginate Hcl', 'Laureth-7', 'Ci 77491']","['water', 'aloe-barbadensis-leaf-extract', 'isopropyl-myristate', 'glycerin', 'hydrolyzed-soy-protein', 'hydrolyzed-wheat-protein', 'ricinus-communis-seed-oil', 'sodium-hyaluronate', 'acetyl-hexapeptide-8', 'rosa-canina-fruit-oil', 'caffeine', 'tocopheryl-acetate', 'silica', 'titanium-dioxide', 'pvp', 'carbomer', 'panthenol', 'glyceryl-caprylate', 'propanediol', 'phenethyl-alcohol', 'phenoxyethanol', 'retinyl-palmitate', 'allantoin', 'polyacrylamide', 'disodium-edta', 'caprylyl-glycol', 'c13-14-isoparaffin', 'ethyl-lauroyl-arginate-hcl', 'laureth-7', 'ci-77491']"
johnsons-fresh-hydration,"['Aqua', 'Isononyl Isononanoate', 'Glycerin', 'C12-15 Alkyl Benzoate', 'Cetearyl Alcohol', 'Butyrospermum Parkii Butter', 'Rosa Damascena Flower Water', 'P-Anisic Acid', 'Cetearyl Glucoside', 'Potassium Cetyl Phosphate', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Sodium Polyacrylate', 'Xanthan Gum', 'Disodium EDTA', 'Citric Acid', 'Sodium Hydroxide', 'Tocopheryl Acetate', 'Chlorphenesin', 'Phenoxyethanol', 'Potassium Sorbate', 'Sodium Benzoate', 'Parfum']","['water', 'isononyl-isononanoate', 'glycerin', 'c12-15-alkyl-benzoate', 'cetearyl-alcohol', 'butyrospermum-parkii-butter', 'rosa-damascena-flower-water', 'p-anisic-acid', 'cetearyl-glucoside', 'potassium-cetyl-phosphate', 'ammonium-acryloyldimethyltaurate-vp-copolymer', 'sodium-polyacrylate', 'xanthan-gum', 'disodium-edta', 'citric-acid', 'sodium-hydroxide', 'tocopheryl-acetate', 'chlorphenesin', 'phenoxyethanol', 'potassium-sorbate', 'sodium-benzoate', 'parfum']"
matas-micellar-water,"['Aqua', 'Peg-7 Glyceryl Cocoate', '1 2-Hexanediol', 'Glycerin', 'Allantoin', 'Methyl Gluceth-20', 'Hydroxyacetophenone', 'Tocopheryl Acetate', 'Galactoarabinan', 'Sodium Gluconate', 'Sodium Hydroxide']","['water', 'peg-7-glyceryl-cocoate', '1-2-hexanediol', 'glycerin', 'allantoin', 'methyl-gluceth-20', 'hydroxyacetophenone', 'tocopheryl-acetate', 'galactoarabinan', 'sodium-gluconate', 'sodium-hydroxide']"
faith-in-nature-dragon-fruit-hand-wash,"['Aqua*', 'Ammonium Laureth Sulfate*', 'Maris Sal (Sea Salt)', 'Cocamidopropyl Betaine*', 'Polysorbate 20*', 'Hylocereus Undatus Fruit Extract*', 'Glycerin*', 'Anthocyanins*', 'Beta Vulgaris (Beet) Root Extract*', 'Parfum*', 'Potassium Sorbate', 'Sodium Benzoate', 'Citric Acid*', 'Linalool*', 'Limonene*']","['water', 'ammonium-laureth-sulfate', 'maris-sal', 'cocamidopropyl-betaine', 'polysorbate-20', 'hylocereus-undatus-fruit-extract', 'glycerin', 'anthocyanins', 'beta-vulgaris-root-extract', 'parfum', 'potassium-sorbate', 'sodium-benzoate', 'citric-acid', 'linalool', 'limonene']"
silver-savior-bath-and-body-soap,"['Sodium Cocoate', '[Coconut Oil]', 'Sodium Palmate', '[Palm Oil]', 'Argentum Metallicum [Colloidal Silver]', 'Sodium Olivate', '[Olive Oil]']","['sodium-cocoate', 'cocos-nucifera-oil', 'sodium-palmate', 'elaeis-guineensis-oil', 'colloidal-silver', 'sodium-olivate', 'olea-europaea-fruit-oil']"
